,WORK_STRAM,SESSION_NAME,JOB_INIT_DATE,FREQUENCY,USED_TOOL
49,DWH,s_m_DWH_CMS_AUD_LOG,19-DEC-18,Daily,INFORMATICA
50,DWH,s_m_DWH_CMS_AUD_MOTIVATION_DESC,23-DEC-18,Daily,INFORMATICA
51,DWH,s_m_DWH_CMS_AUD_NON_COMPLIANCE_DESC,20-DEC-18,Daily,INFORMATICA
52,DWH,s_m_DWH_CMS_AUD_OTHER_INTELLIGENCE_DESC,23-DEC-18,Daily,INFORMATICA
53,DWH,s_m_DWH_CMS_CASE_TYPE_DESC,19-DEC-18,Daily,INFORMATICA
54,DWH,s_m_DWH_CMS_CATEGORIES_DESC,24-DEC-18,Daily,INFORMATICA
55,DWH,s_m_DWH_CMS_DISPUTE_TYPE_DESC,24-DEC-18,Daily,INFORMATICA
56,DWH,s_m_DWH_CMS_ESCAL_REAS_DESC,24-DEC-18,Daily,INFORMATICA
57,DWH,s_m_DWH_CMS_LOG,21-JAN-19,Daily,INFORMATICA
58,DWH,s_m_DWH_CMS_MAST,18-DEC-18,Daily,INFORMATICA
59,DWH,s_m_DWH_CMS_MIGRATION_STATUS_DESC,27-DEC-18,Daily,INFORMATICA
60,DWH,s_m_DWH_CMS_OBJECTS,18-DEC-18,Daily,INFORMATICA
61,DWH,s_m_DWH_CMS_OBJ_HEADER,26-DEC-18,Daily,INFORMATICA
62,DWH,s_m_DWH_CMS_OBJ_OUTCOME_DESC,27-DEC-18,Daily,INFORMATICA
63,DWH,s_m_DWH_CMS_OBJ_TYPE_DESC,27-DEC-18,Daily,INFORMATICA
64,DWH,s_m_DWH_CMS_PRIORITY_DESC,24-DEC-18,Daily,INFORMATICA
65,DWH,s_m_DWH_CMS_REASONS_DESC,24-DEC-18,Daily,INFORMATICA
66,DWH,s_m_DWH_CMS_REV_PAY_SEC_DET,10-FEB-19,Daily,INFORMATICA
67,DWH,s_m_DWH_CMS_REV_RESON_DESC,27-DEC-18,Daily,INFORMATICA
68,DWH,s_m_DWH_CMS_REV_VT_REG_REJECTION,30-DEC-18,Daily,INFORMATICA
69,DWH,s_m_DWH_CMS_ROOT_CAUSE_DESC,24-DEC-18,Daily,INFORMATICA
70,DWH,s_m_DWH_CMS_SECURITY_LEVEL_DESC,24-DEC-18,Daily,INFORMATICA
71,DWH,s_m_DWH_CMS_STATUS_DESC,20-DEC-18,Daily,INFORMATICA
72,DWH,s_m_DWH_CMS_STATUS_PROFILE_DESC,24-DEC-18,Daily,INFORMATICA
73,DWH,s_m_DWH_CMS_SYSTEM_STATUS_DESC,20-DEC-18,Daily,INFORMATICA
74,DWH,s_m_DWH_CMS_VALIDATION_RULES_DESC,25-DEC-18,Daily,INFORMATICA
75,DWH,s_m_DWH_CMS_VAT_RET_DET,25-DEC-18,Daily,INFORMATICA
76,DWH,s_m_DWH_CMS_VAT_VALIDATION_RESULTS,25-DEC-18,Daily,INFORMATICA
77,DWH,s_m_DWH_COMMUNICATION_CHANNEL_DESC,04-JUL-18,Daily,INFORMATICA
78,DWH,s_m_DWH_CONTRACTS_MAST,04-JUL-18,Daily,INFORMATICA
79,DWH,s_m_DWH_CONTRACT_ACCOUNT_CAT_DESC,04-JUL-18,Daily,INFORMATICA
80,DWH,s_m_DWH_CONT_OBLI_PERIODICITY_DESC,07-OCT-18,Daily,INFORMATICA
81,DWH,s_m_DWH_CORR_HEADER,11-DEC-18,Daily,INFORMATICA
82,DWH,s_m_DWH_CORR_HISTORY,17-DEC-18,Daily,INFORMATICA
83,DWH,,17-DEC-18,Daily,INFORMATICA
84,DWH,s_m_DWH_CORR_TYPES_DESC,17-DEC-18,Daily,INFORMATICA
85,DWH,s_m_DWH_COUNTRIES_DESC,04-JUL-18,Daily,INFORMATICA
86,DWH,,16-SEP-18,Daily,INFORMATICA
87,DWH,s_m_DWH_CUST_DECLARATION_HEADER,13-SEP-18,Daily,INFORMATICA
88,DWH,,13-SEP-18,Daily,INFORMATICA
89,DWH,,13-SEP-18,Daily,INFORMATICA
90,DWH,s_m_DWH_CUST_DECLR_TYPE_VALID_DESC,03-OCT-18,Daily,INFORMATICA
91,DWH,s_m_DWH_CUST_ERROR_HEADER,22-OCT-18,Daily,INFORMATICA
92,DWH,s_m_DWH_CUST_ERROR_ITEMS,22-OCT-18,Daily,INFORMATICA
93,DWH,s_m_DWH_CUST_IMP_BUSINSSID_DESC,03-OCT-18,Daily,INFORMATICA
94,DWH,s_m_DWH_CUST_OLD_IMPORTS_DETAIL,21-OCT-18,Daily,INFORMATICA
95,DWH,s_m_DWH_CUST_ORDER_TYPE_VALID_DESC,03-OCT-18,Daily,INFORMATICA
96,DWH,s_m_DWH_CUST_PAYMENTS_HEADER,16-SEP-18,Daily,INFORMATICA
97,DWH,s_m_DWH_CUST_PAYMENTS_ITEMS,16-SEP-18,Daily,INFORMATICA
98,DWH,s_m_DWH_DOMAIN_VALUES,04-JUL-18,Daily,INFORMATICA
99,DWH,s_m_DWH_DUNNING_DET,05-DEC-18,Daily,INFORMATICA
100,DWH,s_m_DWH_DUNNING_MAST,05-DEC-18,Daily,INFORMATICA
101,DWH,s_m_DWH_DUNNING_STEPS_DESC,05-DEC-18,Daily,INFORMATICA
102,DWH,s_m_DWH_DUNNING_STRATEGY_DESC,06-DEC-18,Daily,INFORMATICA
103,DWH,s_m_DWH_EXTR_RETURN_DETAILS,18-NOV-19,Daily,INFORMATICA
104,DWH,s_m_DWH_EXT_BRAND_DESC,07-OCT-18,Daily,INFORMATICA
105,DWH,s_m_DWH_EXT_DEREG_REASON_DESC,07-OCT-18,Daily,INFORMATICA
106,DWH,s_m_DWH_EXT_GOODS_RSP,04-OCT-18,Daily,INFORMATICA
107,DWH,s_m_DWH_EXT_GOODS_TARIFF_DESC,08-OCT-18,Daily,INFORMATICA
108,DWH,s_m_DWH_EXT_MEASUREMENT_UNIT_DESC,09-OCT-18,Daily,INFORMATICA
109,DWH,s_m_DWH_EXT_RETURN_DETAILS,04-JUL-18,Daily,INFORMATICA
110,DWH,s_m_DWH_EXT_RET_GOODS_DETAILS,04-JUL-18,Daily,INFORMATICA
111,DWH,s_m_DWH_EXT_TARIFF_RATES,07-OCT-18,Daily,INFORMATICA
112,DWH,s_m_DWH_EX_GOODS_TYPES_DESC,19-SEP-18,Daily,INFORMATICA
113,DWH,s_m_DWH_FB_WORKFLOW_REASON_DESC,04-JUL-18,Daily,INFORMATICA
114,DWH,s_m_DWH_FIN_CLEAR_REASON_DESC,27-NOV-18,Daily,INFORMATICA
115,DWH,s_m_DWH_FIN_DOC_TYPE_DESC,26-NOV-18,Daily,INFORMATICA
116,DWH,s_m_DWH_FIN_GL_ACCT_MAST_DESC,26-NOV-18,Daily,INFORMATICA
117,DWH,s_m_DWH_FIN_GL_MAST,05-DEC-18,Daily,INFORMATICA
118,DWH,s_m_DWH_FIN_GL_SEARCH_DESC,26-NOV-18,Daily,INFORMATICA
119,DWH,s_m_DWH_FIN_INST_DOC_H,27-DEC-18,Daily,INFORMATICA
120,DWH,s_m_DWH_FIN_MAIN_TRANS_DESC,26-NOV-18,Daily,INFORMATICA
121,DWH,s_m_DWH_FIN_OBJECTS_LOCKS,08-APR-19,Daily,INFORMATICA
122,DWH,s_m_DWH_FIN_PAYMENT_LOT,25-APR-19,Daily,INFORMATICA
123,DWH,s_m_DWH_FIN_REFUND_VT_HEADER,23-DEC-18,Daily,INFORMATICA
124,DWH,s_m_DWH_FIN_REFUND_VT_ITEMS,23-DEC-18,Daily,INFORMATICA
125,DWH,s_m_DWH_FIN_TRANSACTION_DESC,26-NOV-18,Daily,INFORMATICA
126,DWH,s_m_DWH_FORM_BUNDLE_TRANS_TYPE_REL,04-JUL-18,Daily,INFORMATICA
127,DWH,s_m_DWH_FORM_BUNDLE_TYPE_DESC,04-JUL-18,Daily,INFORMATICA
128,DWH,s_m_DWH_FORM_PROCESSES_DESC,04-JUL-18,Daily,INFORMATICA
129,DWH,s_m_DWH_GOV_CONTRACTS_DETAIL,21-OCT-18,Daily,INFORMATICA
130,DWH,s_m_DWH_ICR_CATEGORIES_DESC,04-JUL-18,Daily,INFORMATICA
131,DWH,s_m_DWH_ICR_MASTER,04-JUL-18,Daily,INFORMATICA
132,DWH,s_m_DWH_ICR_PERIOD_DUE_DATE,04-JUL-18,Daily,INFORMATICA
133,DWH,,30-DEC-18,Daily,INFORMATICA
134,DWH,,30-DEC-18,Daily,INFORMATICA
135,DWH,s_m_DWH_MEASUREMENT_UNIT_DESC,07-OCT-18,Daily,INFORMATICA
136,DWH,s_m_DWH_PERIOD_DEFINITION,04-JUL-18,Daily,INFORMATICA
137,DWH,s_m_DWH_PROFIT_CENTER_DESC,04-JUL-18,Daily,INFORMATICA
138,DWH,s_m_DWH_REGISTRATION_MAST,04-JUL-18,Daily,INFORMATICA
139,DWH,s_m_DWH_REGISTRATION_VT_DETAILS,04-JUL-18,Daily,INFORMATICA
140,DWH,s_m_DWH_REGISTRATION_VT_QA_DETAILS,04-JUL-18,Daily,INFORMATICA
141,DWH,s_m_DWH_REG_WH_DETAILS,04-JUL-18,Daily,INFORMATICA
142,DWH,s_m_DWH_REG_WH_GOODS_DETAILS,04-JUL-18,Daily,INFORMATICA
143,DWH,s_m_DWH_RETURN_DETAILS,14-OCT-18,Daily,INFORMATICA
144,DWH,s_m_DWH_RETURN_ITXE_DETAILS,08-OCT-18,Daily,INFORMATICA
145,DWH,s_m_DWH_RETURN_ITXN_DETAILS,10-OCT-18,Daily,INFORMATICA
146,DWH,s_m_DWH_RETURN_ITZC_DETAILS,03-OCT-18,Daily,INFORMATICA
147,DWH,s_m_DWH_RETURN_ITZK_DETAILS,10-OCT-18,Daily,INFORMATICA
148,DWH,s_m_DWH_RETURN_MAST,04-JUL-18,Daily,INFORMATICA
149,DWH,s_m_DWH_RETURN_TP_CBCR_QUEST,16-APR-19,Daily,INFORMATICA
150,DWH,s_m_DWH_RETURN_TP_FREE_TRANSACTIONS,16-APR-19,Daily,INFORMATICA
151,DWH,s_m_DWH_RETURN_TP_HEADER,16-APR-19,Daily,INFORMATICA
152,DWH,s_m_DWH_RETURN_TP_PARTY_TRANSACTIONS,16-APR-19,Daily,INFORMATICA
153,DWH,s_m_DWH_RETURN_TP_SHAREHOLDER,16-APR-19,Daily,INFORMATICA
154,DWH,s_m_DWH_RETURN_VATR_DETAILS,26-NOV-18,Daily,INFORMATICA
155,DWH,s_m_DWH_RETURN_VT_DETAILS,04-JUL-18,Daily,INFORMATICA
156,DWH,s_m_DWH_RETURN_WHTM_DETAILS,10-OCT-18,Daily,INFORMATICA
157,DWH,s_m_DWH_RETURN_WHTM_LINE_DETALS,30-JAN-19,Daily,INFORMATICA
158,DWH,s_m_DWH_RETURN_ZKTE_DETAILS,03-OCT-18,Daily,INFORMATICA
159,DWH,s_m_DWH_RETURN_ZKTN_DETAILS,10-OCT-18,Daily,INFORMATICA
160,DWH,s_m_DWH_RET_FIELD_DESC,09-OCT-18,Daily,INFORMATICA
161,DWH,s_m_DWH_RET_TP_DLIST_DESC,17-APR-19,Daily,INFORMATICA
162,DWH,s_m_DWH_REVENUE_TYPES_DESC,04-JUL-18,Daily,INFORMATICA
163,DWH,s_m_DWH_SADAD_LOG,11-DEC-18,Daily,INFORMATICA
164,DWH,s_m_DWH_SADAD_PAYMENT,06-DEC-18,Daily,INFORMATICA
165,DWH,s_m_DWH_SADAD_REFUND_HEADER,24-DEC-18,Daily,INFORMATICA
166,DWH,s_m_DWH_SADAD_REFUND_ITEMS,24-DEC-18,Daily,INFORMATICA
167,DWH,s_m_DWH_SADAD_REFUND_RESPONSE,18-FEB-19,Daily,INFORMATICA
168,DWH,s_m_DWH_SYSTEM_STATUS_DESC,04-JUL-18,Daily,INFORMATICA
169,DWH,s_m_DWH_TRANSACTION_TYPE_DESC,04-JUL-18,Daily,INFORMATICA
170,DWH,s_m_DWH_USERS_INFO,20-DEC-18,Daily,INFORMATICA
171,DWH,s_m_DWH_USER_STATUS_DESC,04-JUL-18,Daily,INFORMATICA
172,DWH,,04-JUL-18,Daily,INFORMATICA
173,DWH,,07-OCT-18,Daily,INFORMATICA
174,DWH,s_m_DWH_VT_GROUP_MEMBERS_DETAILS,04-JUL-18,Daily,INFORMATICA
175,DWH,s_m_DWH_WH_ADDRESS_DETAILS,04-JUL-18,Daily,INFORMATICA
176,DWH,s_m_DWH_WH_BANK_DETAILS,04-JUL-18,Daily,INFORMATICA
177,DWH,s_m_DWH_WH_GOODS_DETAILS,04-JUL-18,Daily,INFORMATICA
178,DWH,s_m_DWH_WH_HEADER_DETAILS,04-JUL-18,Daily,INFORMATICA
179,DWH,s_m_DWH_WH_OWNER_MANGERS_DETAILS,04-JUL-18,Daily,INFORMATICA
