WORK_STRAM,JOB_NAME,JOB_INIT_DATE,FREQUENCY,USED_TOOL,new_name,SESSION_NAME
STG,m_STG_DWH_LOAD_ZDC_ELGBLT,04-OCT-18,Daily,INFORMATICA,ZDC_ELGBLT,s_m_STG_TRM_ZDC_ELGBLT
STG,m_STG_DWH_LOAD_ZDC_ERGD,04-JUL-18,Daily,INFORMATICA,ZDC_ERGD,s_m_STG_TRM_ZDC_ERGD
STG,m_STG_DWH_LOAD_ZDC_ET_DREG_RSNT,07-OCT-18,Daily,INFORMATICA,ZDC_ET_DREG_RSNT,s_m_STG_TRM_ZDC_ET_DREG_RSNT
STG,m_STG_DWH_LOAD_ZDC_INSTITUTET,07-OCT-18,Daily,INFORMATICA,ZDC_INSTITUTET,s_m_STG_TRM_ZDC_INSTITUTET
STG,m_STG_DWH_LOAD_ZDC_ITEM,05-FEB-19,Daily,INFORMATICA,ZDC_ITEM,s_m_STG_TRM_ZDC_ITEM
STG,m_STG_DWH_LOAD_ZDC_MIGSTAT,27-DEC-18,Daily,INFORMATICA,ZDC_MIGSTAT,s_m_STG_TRM_ZDC_MIGSTAT
STG,m_STG_DWH_LOAD_ZDC_MOT,20-DEC-18,Daily,INFORMATICA,ZDC_MOT,s_m_STG_TRM_ZDC_MOT
STG,m_STG_DWH_LOAD_ZDC_NON,20-DEC-18,Daily,INFORMATICA,ZDC_NON,s_m_STG_TRM_ZDC_NON
STG,m_STG_DWH_LOAD_ZDC_OBJOUTCOME,27-DEC-18,Daily,INFORMATICA,ZDC_OBJOUTCOME,s_m_STG_TRM_ZDC_OBJOUTCOME
STG,m_STG_DWH_LOAD_ZDC_OBJTYP,26-DEC-18,Daily,INFORMATICA,ZDC_OBJTYP,s_m_STG_TRM_ZDC_OBJTYP
STG,m_STG_DWH_LOAD_ZDC_OTH,23-DEC-18,Daily,INFORMATICA,ZDC_OTH,s_m_STG_TRM_ZDC_OTH
STG,m_STG_DWH_LOAD_ZDC_RAVT_CUSTT,27-DEC-18,Daily,INFORMATICA,ZDC_RAVT_CUSTT,s_m_STG_TRM_ZDC_RAVT_CUSTT
STG,m_STG_DWH_LOAD_ZDC_RISK,20-DEC-18,Daily,INFORMATICA,ZDC_RISK,s_m_STG_TRM_ZDC_RISK
STG,m_STG_DWH_LOAD_ZDC_SADAD_RF_RES,02-DEC-18,Daily,INFORMATICA,ZDC_SADAD_RF_RES,s_m_STG_TRM_ZDC_SADAD_RF_RES
STG,m_STG_DWH_LOAD_ZDC_VAT_DREG_RSN,04-OCT-18,Daily,INFORMATICA,ZDC_VAT_DREG_RSN,s_m_STG_TRM_ZDC_VAT_DREG_RSN
STG,m_STG_DWH_LOAD_ZDC_VAT_VLDRULET,25-DEC-18,Daily,INFORMATICA,ZDC_VAT_VLDRULET,s_m_STG_TRM_ZDC_VAT_VLDRULET
STG,m_STG_DWH_LOAD_ZDC_VERSREPT_FLD,08-OCT-18,Daily,INFORMATICA,ZDC_VERSREPT_FLD,s_m_STG_TRM_ZDC_VERSREPT_FLD
STG,m_STG_DWH_LOAD_ZDC_VERSREPT_TXT,19-SEP-18,Daily,INFORMATICA,ZDC_VERSREPT_TXT,s_m_STG_TRM_ZDC_VERSREPT_TXT
STG,m_STG_DWH_LOAD_ZDC_VTQA,04-JUL-18,Daily,INFORMATICA,ZDC_VTQA,s_m_STG_TRM_ZDC_VTQA
STG,m_STG_DWH_LOAD_ZDC_VT_AMD_SRC,04-JUL-18,Daily,INFORMATICA,ZDC_VT_AMD_SRC,s_m_STG_TRM_ZDC_VT_AMD_SRC
STG,m_STG_DWH_LOAD_ZDC_ZKTE_DESCT,18-SEP-18,Daily,INFORMATICA,ZDC_ZKTE_DESCT,s_m_STG_TRM_ZDC_ZKTE_DESCT
STG,m_STG_DWH_LOAD_ZDD_AUH1,19-DEC-18,Daily,INFORMATICA,ZDD_AUH1,s_m_STG_TRM_ZDD_AUH1
STG,m_STG_DWH_LOAD_ZDD_AUI1,05-FEB-19,Daily,INFORMATICA,ZDD_AUI1,s_m_STG_TRM_ZDD_AUI1
STG,m_STG_DWH_LOAD_ZDD_AUI2,20-DEC-18,Daily,INFORMATICA,ZDD_AUI2,s_m_STG_TRM_ZDD_AUI2
STG,m_STG_DWH_LOAD_ZDD_CULG_H,13-SEP-18,Daily,INFORMATICA,ZDD_CULG_H,s_m_STG_TRM_ZDD_CULG_H
STG,m_STG_DWH_LOAD_ZDD_CULG_H_E,26-SEP-18,Daily,INFORMATICA,ZDD_CULG_H_E,s_m_STG_TRM_ZDD_CULG_H_E
STG,m_STG_DWH_LOAD_ZDD_CULG_I,13-SEP-18,Daily,INFORMATICA,ZDD_CULG_I,s_m_STG_TRM_ZDD_CULG_I
STG,m_STG_DWH_LOAD_ZDD_CULG_I_E,26-SEP-18,Daily,INFORMATICA,ZDD_CULG_I_E,s_m_STG_TRM_ZDD_CULG_I_E
STG,m_STG_DWH_LOAD_ZDD_EBCH,13-SEP-18,Daily,INFORMATICA,ZDD_EBCH,s_m_STG_TRM_ZDD_EBCH
STG,m_STG_DWH_LOAD_ZDD_EBCI,13-SEP-18,Daily,INFORMATICA,ZDD_EBCI,s_m_STG_TRM_ZDD_EBCI
STG,m_STG_DWH_LOAD_ZDD_ERTD,04-JUL-18,Daily,INFORMATICA,ZDD_ERTD,s_m_STG_TRM_ZDD_ERTD
STG,m_STG_DWH_LOAD_ZDD_ETHD,04-JUL-18,Daily,INFORMATICA,ZDD_ETHD,s_m_STG_TRM_ZDD_ETHD
STG,m_STG_DWH_LOAD_ZDD_ETIT,04-JUL-18,Daily,INFORMATICA,ZDD_ETIT,s_m_STG_TRM_ZDD_ETIT
STG,m_STG_DWH_LOAD_ZDD_GRGM,04-JUL-18,Daily,INFORMATICA,ZDD_GRGM,s_m_STG_TRM_ZDD_GRGM
STG,m_STG_DWH_LOAD_ZDD_MCI_CR,09-MAY-18,Daily,INFORMATICA,ZDD_MCI_CR,s_m_STG_TRM_ZDD_MCI_CR
STG,m_STG_DWH_LOAD_ZDD_RVHD,27-DEC-18,Daily,INFORMATICA,ZDD_RVHD,s_m_STG_TRM_ZDD_RVHD
STG,m_STG_DWH_LOAD_ZDD_RVSD,10-FEB-19,Daily,INFORMATICA,ZDD_RVSD,s_m_STG_TRM_ZDD_RVSD
STG,m_STG_DWH_LOAD_ZDD_VATR_AD,04-JUL-18,Daily,INFORMATICA,ZDD_VATR_AD,s_m_STG_TRM_ZDD_VATR_AD
STG,m_STG_DWH_LOAD_ZDD_VATR_CF,04-JUL-18,Daily,INFORMATICA,ZDD_VATR_CF,s_m_STG_TRM_ZDD_VATR_CF
STG,m_STG_DWH_LOAD_ZDD_VATR_HD,04-JUL-18,Daily,INFORMATICA,ZDD_VATR_HD,s_m_STG_TRM_ZDD_VATR_HD
STG,m_STG_DWH_LOAD_ZDD_VATR_IB,04-JUL-18,Daily,INFORMATICA,ZDD_VATR_IB,s_m_STG_TRM_ZDD_VATR_IB
STG,m_STG_DWH_LOAD_ZDD_VFBD,23-DEC-18,Daily,INFORMATICA,ZDD_VFBD,s_m_STG_TRM_ZDD_VFBD
STG,m_STG_DWH_LOAD_ZDD_VFHD,23-DEC-18,Daily,INFORMATICA,ZDD_VFHD,s_m_STG_TRM_ZDD_VFHD
STG,m_STG_DWH_LOAD_ZDD_VTQA,04-JUL-18,Daily,INFORMATICA,ZDD_VTQA,s_m_STG_TRM_ZDD_VTQA
STG,m_STG_DWH_LOAD_ZDD_VTTD,04-JUL-18,Daily,INFORMATICA,ZDD_VTTD,s_m_STG_TRM_ZDD_VTTD
STG,m_STG_DWH_LOAD_ZDD_WHHD,04-JUL-18,Daily,INFORMATICA,ZDD_WHHD,s_m_STG_TRM_ZDD_WHHD
STG,m_STG_DWH_LOAD_ZDM_ACT_DET,04-JUL-18,Daily,INFORMATICA,ZDM_ACT_DET,s_m_STG_TRM_ZDM_ACT_DET
STG,m_STG_DWH_LOAD_ZDM_AUDIT_DGRVAL,02-DEC-18,Daily,INFORMATICA,ZDM_AUDIT_DGRVAL,s_m_STG_TRM_ZDM_AUDIT_DGRVAL
STG,m_STG_DWH_LOAD_ZDM_BP_ACT,04-JUL-18,Daily,INFORMATICA,ZDM_BP_ACT,s_m_STG_TRM_ZDM_BP_ACT
STG,m_STG_DWH_LOAD_ZDM_BP_ACT_ADR,04-JUL-18,Daily,INFORMATICA,ZDM_BP_ACT_ADR,s_m_STG_TRM_ZDM_BP_ACT_ADR
STG,m_STG_DWH_LOAD_ZDM_BUT0ID,04-JUL-18,Daily,INFORMATICA,ZDM_BUT0ID,s_m_STG_TRM_ZDM_BUT0ID
STG,m_STG_DWH_LOAD_ZDM_CU_DCLTNTP,18-SEP-18,Daily,INFORMATICA,ZDM_CU_DCLTNTP,s_m_STG_TRM_ZDM_CU_DCLTNTP
STG,m_STG_DWH_LOAD_ZDM_CU_IMBUMP,17-SEP-18,Daily,INFORMATICA,ZDM_CU_IMBUMP,s_m_STG_TRM_ZDM_CU_IMBUMP
STG,m_STG_DWH_LOAD_ZDM_CU_ORDRTP,17-SEP-18,Daily,INFORMATICA,ZDM_CU_ORDRTP,s_m_STG_TRM_ZDM_CU_ORDRTP
STG,m_STG_DWH_LOAD_ZDM_CU_PORTS,18-SEP-18,Daily,INFORMATICA,ZDM_CU_PORTS,s_m_STG_TRM_ZDM_CU_PORTS
STG,m_STG_DWH_LOAD_ZDM_EGRV,04-OCT-18,Daily,INFORMATICA,ZDM_EGRV,s_m_STG_TRM_ZDM_EGRV
STG,m_STG_DWH_LOAD_ZDM_ETTBT,04-OCT-18,Daily,INFORMATICA,ZDM_ETTBT,s_m_STG_TRM_ZDM_ETTBT
STG,m_STG_DWH_LOAD_ZDM_FBSTT,02-JAN-19,Daily,INFORMATICA,ZDM_FBSTT,s_m_STG_TRM_ZDM_FBSTT
STG,m_STG_DWH_LOAD_ZDM_PARREL_SHARE,04-JUL-18,Daily,INFORMATICA,ZDM_PARREL_SHARE,s_m_STG_TRM_ZDM_PARREL_SHARE
STG,m_STG_DWH_LOAD_ZDM_WHAD,04-JUL-18,Daily,INFORMATICA,ZDM_WHAD,s_m_STG_TRM_ZDM_WHAD
STG,m_STG_DWH_LOAD_ZDM_WHBG,04-JUL-18,Daily,INFORMATICA,ZDM_WHBG,s_m_STG_TRM_ZDM_WHBG
STG,m_STG_DWH_LOAD_ZDM_WHCP,04-JUL-18,Daily,INFORMATICA,ZDM_WHCP,s_m_STG_TRM_ZDM_WHCP
STG,m_STG_DWH_LOAD_ZDM_WHGD,04-JUL-18,Daily,INFORMATICA,ZDM_WHGD,s_m_STG_TRM_ZDM_WHGD
STG,m_STG_DWH_LOAD_ZDM_WHHD,04-JUL-18,Daily,INFORMATICA,ZDM_WHHD,s_m_STG_TRM_ZDM_WHHD
STG,m_STG_DWH_LOAD_ZDT_APPL_LOG,04-JUL-18,Daily,INFORMATICA,ZDT_APPL_LOG,s_m_STG_TRM_ZDT_APPL_LOG
STG,m_STG_DWH_LOAD_ZDT_AUDIT_LOG,02-DEC-18,Daily,INFORMATICA,ZDT_AUDIT_LOG,s_m_STG_TRM_ZDT_AUDIT_LOG
STG,m_STG_DWH_LOAD_ZDT_CASE_LOG,25-DEC-18,Daily,INFORMATICA,ZDT_CASE_LOG,s_m_STG_TRM_ZDT_CASE_LOG
STG,m_STG_DWH_LOAD_ZDT_CASE_OBJECT,29-NOV-18,Daily,INFORMATICA,ZDT_CASE_OBJECT,s_m_STG_TRM_ZDT_CASE_OBJECT
STG,m_STG_DWH_LOAD_ZDT_CUST_COUNTRY,16-SEP-18,Daily,INFORMATICA,ZDT_CUST_COUNTRY,s_m_STG_TRM_ZDT_CUST_COUNTRY
STG,m_STG_DWH_LOAD_ZDT_ERAT,04-JUL-18,Daily,INFORMATICA,ZDT_ERAT,s_m_STG_TRM_ZDT_ERAT
STG,m_STG_DWH_LOAD_ZDT_ERCR,04-JUL-18,Daily,INFORMATICA,ZDT_ERCR,s_m_STG_TRM_ZDT_ERCR
STG,m_STG_DWH_LOAD_ZDT_ERGT,04-JUL-18,Daily,INFORMATICA,ZDT_ERGT,s_m_STG_TRM_ZDT_ERGT
DWH,m_DWH_LOAD_DWH_BP_ZI11_LIST,26-DEC-19,Daily,INFORMATICA,DWH_BP_ZI11_LIST,s_m_DWH_BP_ZI11_LIST
DWH,m_DWH_LOAD_DWH_RETURN_FZ12_DETAILS,25-DEC-19,Daily,INFORMATICA,DWH_RETURN_FZ12_DETAILS,s_m_DWH_RETURN_FZ12_DETAILS
DWH,m_DWH_LOAD_DWH_RETURN_ZI10_DETAILS,25-DEC-19,Daily,INFORMATICA,DWH_RETURN_ZI10_DETAILS,s_m_DWH_RETURN_ZI10_DETAILS
DWH,m_DWH_LOAD_DWH_RETURN_ZI11_DETAILS,25-DEC-19,Daily,INFORMATICA,DWH_RETURN_ZI11_DETAILS,s_m_DWH_RETURN_ZI11_DETAILS
DWH,m_DWH_LOAD_DWH_SADAD_RECON,30-JAN-20,Daily,INFORMATICA,DWH_SADAD_RECON,s_m_DWH_SADAD_RECON
DWH,m_DWH_LOAD_DWH_RETURN_ITZC_CONT_DETAILS,13-FEB-20,Daily,INFORMATICA,DWH_RETURN_ITZC_CONT_DETAILS,s_m_DWH_RETURN_ITZC_CONT_DETAILS
DWH,m_DWH_LOAD_DWH_ALL_TRANSACTIONS,23-NOV-18,Daily,INFORMATICA,DWH_ALL_TRANSACTIONS,s_m_DWH_ALL_TRANSACTIONS
DWH,m_DWH_LOAD_DWH_AMEMDMENT_SOURCE_DESC,04-JUL-18,Daily,INFORMATICA,DWH_AMEMDMENT_SOURCE_DESC,s_m_DWH_AMEMDMENT_SOURCE_DESC
DWH,m_DWH_LOAD_DWH_APPLICATIONS_LOG,04-JUL-18,Daily,INFORMATICA,DWH_APPLICATIONS_LOG,s_m_DWH_APPLICATIONS_LOG
DWH,m_DWH_LOAD_DWH_APPLICATIONS_MAST,08-JAN-19,Daily,INFORMATICA,DWH_APPLICATIONS_MAST,s_m_DWH_APPLICATIONS_MAST
DWH,m_DWH_LOAD_DWH_BP_ACTIVITY_DETAILS,04-JUL-18,Daily,INFORMATICA,DWH_BP_ACTIVITY_DETAILS,s_m_DWH_BP_ACTIVITY_DETAILS
DWH,m_DWH_LOAD_DWH_BP_ADDRESS_TYPES_DESC,04-JUL-18,Daily,INFORMATICA,DWH_BP_ADDRESS_TYPES_DESC,s_m_DWH_BP_ADDRESS_TYPES_DESC
DWH,m_DWH_LOAD_DWH_BP_BANK_DETAIL,04-JUL-18,Daily,INFORMATICA,DWH_BP_BANK_DETAIL,s_m_DWH_BP_BANK_DETAIL
DWH,m_DWH_LOAD_DWH_BP_CONTACTS,04-JUL-18,Daily,INFORMATICA,DWH_BP_CONTACTS,s_m_DWH_BP_CONTACTS
DWH,m_DWH_LOAD_DWH_BP_DATA_SOURCE_DESC,04-JUL-18,Daily,INFORMATICA,DWH_BP_DATA_SOURCE_DESC,s_m_DWH_BP_DATA_SOURCE_DESC
DWH,m_DWH_LOAD_DWH_BP_EXT_ACTIVITY_DETAILS,04-JUL-18,Daily,INFORMATICA,DWH_BP_EXT_ACTIVITY_DETAILS,s_m_DWH_BP_EXT_ACTIVITY_DETAILS
DWH,m_DWH_LOAD_DWH_BP_EXT_CR_DETAILS,04-JUL-18,Daily,INFORMATICA,DWH_BP_EXT_CR_DETAILS,s_m_DWH_BP_EXT_CR_DETAILS
DWH,m_DWH_LOAD_DWH_BP_EXT_GOODS_DETAILS,04-JUL-18,Daily,INFORMATICA,DWH_BP_EXT_GOODS_DETAILS,s_m_DWH_BP_EXT_GOODS_DETAILS
DWH,m_DWH_LOAD_DWH_BP_EXT_IBAN_DETAILS,04-JUL-18,Daily,INFORMATICA,DWH_BP_EXT_IBAN_DETAILS,s_m_DWH_BP_EXT_IBAN_DETAILS
DWH,m_DWH_LOAD_DWH_BP_EXT_STATUS_DETAILS,04-JUL-18,Daily,INFORMATICA,DWH_BP_EXT_STATUS_DETAILS,s_m_DWH_BP_EXT_STATUS_DETAILS
DWH,m_DWH_LOAD_DWH_BP_IDENTIFICATIONS,04-JUL-18,Daily,INFORMATICA,DWH_BP_IDENTIFICATIONS,s_m_DWH_BP_IDENTIFICATIONS
DWH,m_DWH_LOAD_DWH_BP_IDENTIFICATION_TYPES,04-JUL-18,Daily,INFORMATICA,DWH_BP_IDENTIFICATION_TYPES,s_m_DWH_BP_IDENTIFICATION_TYPES
DWH,m_DWH_LOAD_DWH_BP_INDUSTRY_DESC,04-JUL-18,Daily,INFORMATICA,DWH_BP_INDUSTRY_DESC,s_m_DWH_BP_INDUSTRY_DESC
DWH,m_DWH_LOAD_DWH_BP_INDUSTRY_SECTOR,04-JUL-18,Daily,INFORMATICA,DWH_BP_INDUSTRY_SECTOR,s_m_DWH_BP_INDUSTRY_SECTOR
DWH,m_DWH_LOAD_DWH_BP_INSTITUTE_DESC,07-OCT-18,Daily,INFORMATICA,DWH_BP_INSTITUTE_DESC,s_m_DWH_BP_INSTITUTE_DESC
DWH,m_DWH_LOAD_DWH_BP_LEGAL_ENTITY_DESC,04-JUL-18,Daily,INFORMATICA,DWH_BP_LEGAL_ENTITY_DESC,s_m_DWH_BP_LEGAL_ENTITY_DESC
DWH,m_DWH_LOAD_DWH_BP_LEGAL_FORM_DESC,04-JUL-18,Daily,INFORMATICA,DWH_BP_LEGAL_FORM_DESC,s_m_DWH_BP_LEGAL_FORM_DESC
DWH,m_DWH_LOAD_DWH_BP_OUTLET_DETAILS,04-JUL-18,Daily,INFORMATICA,DWH_BP_OUTLET_DETAILS,s_m_DWH_BP_OUTLET_DETAILS
DWH,m_DWH_LOAD_DWH_BP_PARREL_SHARE_DETAILS,04-JUL-18,Daily,INFORMATICA,DWH_BP_PARREL_SHARE_DETAILS,s_m_DWH_BP_PARREL_SHARE_DETAILS
DWH,m_DWH_LOAD_DWH_BP_REG_ET_VT_STATUS,04-JUL-18,Daily,INFORMATICA,DWH_BP_REG_ET_VT_STATUS,s_m_DWH_BP_REG_ET_VT_STATUS
DWH,m_DWH_LOAD_DWH_BP_RELATIONS,04-JUL-18,Daily,INFORMATICA,DWH_BP_RELATIONS,s_m_DWH_BP_RELATIONS
DWH,m_DWH_LOAD_DWH_BP_RELATIONSHIP_CATEG_DESC,04-JUL-18,Daily,INFORMATICA,DWH_BP_RELATIONSHIP_CATEG_DESC,s_m_DWH_BP_RELATIONSHIP_CATEG_DESC
DWH,m_DWH_LOAD_DWH_BP_RELATIONSHIP_KIND_DESC,21-MAR-19,Daily,INFORMATICA,DWH_BP_RELATIONSHIP_KIND_DESC,s_m_DWH_BP_RELATIONSHIP_KIND_DESC
DWH,m_DWH_LOAD_DWH_BP_ROLES_DESC,04-JUL-18,Daily,INFORMATICA,DWH_BP_ROLES_DESC,s_m_DWH_BP_ROLES_DESC
DWH,m_DWH_LOAD_DWH_BP_STATUS_DESC,30-JUL-18,Daily,INFORMATICA,DWH_BP_STATUS_DESC,s_m_DWH_BP_STATUS_DESC
DWH,m_DWH_LOAD_DWH_BP_TYPES_DESC,04-JUL-18,Daily,INFORMATICA,DWH_BP_TYPES_DESC,s_m_DWH_BP_TYPES_DESC
DWH,m_DWH_LOAD_DWH_BRANCHES,04-JUL-18,Daily,INFORMATICA,DWH_BRANCHES,s_m_DWH_BRANCHES
DWH,m_DWH_LOAD_DWH_BUSINESS_PARTNER_MAST,04-JUL-18,Daily,INFORMATICA,DWH_BUSINESS_PARTNER_MAST,s_m_DWH_BUSINESS_PARTNER_MAST
DWH,m_DWH_LOAD_DWH_CMS_ACTION_DESC,30-DEC-18,Daily,INFORMATICA,DWH_CMS_ACTION_DESC,s_m_DWH_CMS_ACTION_DESC
DWH,m_DWH_LOAD_DWH_CMS_ACTION_LOG,25-DEC-18,Daily,INFORMATICA,DWH_CMS_ACTION_LOG,s_m_DWH_CMS_ACTION_LOG
DWH,m_DWH_LOAD_DWH_CMS_AUD_DGRAL,19-DEC-18,Daily,INFORMATICA,DWH_CMS_AUD_DGRAL,s_m_DWH_CMS_AUD_DGRAL
DWH,m_DWH_LOAD_DWH_CMS_AUD_ESCAL_REAS_DESC,19-DEC-18,Daily,INFORMATICA,DWH_CMS_AUD_ESCAL_REAS_DESC,s_m_DWH_CMS_AUD_ESCAL_REAS_DESC
DWH,m_DWH_LOAD_DWH_CMS_AUD_FLAGGED_RISK,20-DEC-18,Daily,INFORMATICA,DWH_CMS_AUD_FLAGGED_RISK,s_m_DWH_CMS_AUD_FLAGGED_RISK
DWH,m_DWH_LOAD_DWH_CMS_AUD_FLAGGED_RISK_DESC,20-DEC-18,Daily,INFORMATICA,DWH_CMS_AUD_FLAGGED_RISK_DESC,s_m_DWH_CMS_AUD_FLAGGED_RISK_DESC
DWH,m_DWH_LOAD_DWH_CMS_AUD_HEADER,27-DEC-18,Daily,INFORMATICA,DWH_CMS_AUD_HEADER,s_m_DWH_CMS_AUD_HEADER
DWH,m_DWH_LOAD_DWH_CMS_AUD_ITEMS,05-FEB-19,Daily,INFORMATICA,DWH_CMS_AUD_ITEMS,s_m_DWH_CMS_AUD_ITEMS
DWH,m_DWH_LOAD_DWH_CMS_AUD_ITEM_REASON_DESC,05-FEB-19,Daily,INFORMATICA,DWH_CMS_AUD_ITEM_REASON_DESC,s_m_DWH_CMS_AUD_ITEM_REASON_DESC
DWH,m_DWH_LOAD_DWH_CMS_AUD_LOG,19-DEC-18,Daily,INFORMATICA,DWH_CMS_AUD_LOG,s_m_DWH_CMS_AUD_LOG
DWH,m_DWH_LOAD_DWH_CMS_AUD_MOTIVATION_DESC,23-DEC-18,Daily,INFORMATICA,DWH_CMS_AUD_MOTIVATION_DESC,s_m_DWH_CMS_AUD_MOTIVATION_DESC
DWH,m_DWH_LOAD_DWH_CMS_AUD_NON_COMPLIANCE_DESC,20-DEC-18,Daily,INFORMATICA,DWH_CMS_AUD_NON_COMPLIANCE_DESC,s_m_DWH_CMS_AUD_NON_COMPLIANCE_DESC
DWH,m_DWH_LOAD_DWH_CMS_AUD_OTHER_INTELLIGENCE_DESC,23-DEC-18,Daily,INFORMATICA,DWH_CMS_AUD_OTHER_INTELLIGENCE_DESC,s_m_DWH_CMS_AUD_OTHER_INTELLIGENCE_DESC
DWH,m_DWH_LOAD_DWH_CMS_CASE_TYPE_DESC,19-DEC-18,Daily,INFORMATICA,DWH_CMS_CASE_TYPE_DESC,s_m_DWH_CMS_CASE_TYPE_DESC
DWH,m_DWH_LOAD_DWH_CMS_CATEGORIES_DESC,24-DEC-18,Daily,INFORMATICA,DWH_CMS_CATEGORIES_DESC,s_m_DWH_CMS_CATEGORIES_DESC
DWH,m_DWH_LOAD_DWH_CMS_DISPUTE_TYPE_DESC,24-DEC-18,Daily,INFORMATICA,DWH_CMS_DISPUTE_TYPE_DESC,s_m_DWH_CMS_DISPUTE_TYPE_DESC
DWH,m_DWH_LOAD_DWH_CMS_ESCAL_REAS_DESC,24-DEC-18,Daily,INFORMATICA,DWH_CMS_ESCAL_REAS_DESC,s_m_DWH_CMS_ESCAL_REAS_DESC
DWH,m_DWH_LOAD_DWH_CMS_LOG,21-JAN-19,Daily,INFORMATICA,DWH_CMS_LOG,s_m_DWH_CMS_LOG
DWH,m_DWH_LOAD_DWH_CMS_MAST,18-DEC-18,Daily,INFORMATICA,DWH_CMS_MAST,s_m_DWH_CMS_MAST
DWH,m_DWH_LOAD_DWH_CMS_MIGRATION_STATUS_DESC,27-DEC-18,Daily,INFORMATICA,DWH_CMS_MIGRATION_STATUS_DESC,s_m_DWH_CMS_MIGRATION_STATUS_DESC
DWH,m_DWH_LOAD_DWH_CMS_OBJECTS,18-DEC-18,Daily,INFORMATICA,DWH_CMS_OBJECTS,s_m_DWH_CMS_OBJECTS
DWH,m_DWH_LOAD_DWH_CMS_OBJ_HEADER,26-DEC-18,Daily,INFORMATICA,DWH_CMS_OBJ_HEADER,s_m_DWH_CMS_OBJ_HEADER
DWH,m_DWH_LOAD_DWH_CMS_OBJ_OUTCOME_DESC,27-DEC-18,Daily,INFORMATICA,DWH_CMS_OBJ_OUTCOME_DESC,s_m_DWH_CMS_OBJ_OUTCOME_DESC
DWH,m_DWH_LOAD_DWH_CMS_OBJ_TYPE_DESC,27-DEC-18,Daily,INFORMATICA,DWH_CMS_OBJ_TYPE_DESC,s_m_DWH_CMS_OBJ_TYPE_DESC
DWH,m_DWH_LOAD_DWH_CMS_PRIORITY_DESC,24-DEC-18,Daily,INFORMATICA,DWH_CMS_PRIORITY_DESC,s_m_DWH_CMS_PRIORITY_DESC
DWH,m_DWH_LOAD_DWH_CMS_REASONS_DESC,24-DEC-18,Daily,INFORMATICA,DWH_CMS_REASONS_DESC,s_m_DWH_CMS_REASONS_DESC
DWH,m_DWH_LOAD_DWH_CMS_REV_PAY_SEC_DET,10-FEB-19,Daily,INFORMATICA,DWH_CMS_REV_PAY_SEC_DET,s_m_DWH_CMS_REV_PAY_SEC_DET
DWH,m_DWH_LOAD_DWH_CMS_REV_RESON_DESC,27-DEC-18,Daily,INFORMATICA,DWH_CMS_REV_RESON_DESC,s_m_DWH_CMS_REV_RESON_DESC
DWH,m_DWH_LOAD_DWH_CMS_REV_VT_REG_REJECTION,30-DEC-18,Daily,INFORMATICA,DWH_CMS_REV_VT_REG_REJECTION,s_m_DWH_CMS_REV_VT_REG_REJECTION
DWH,m_DWH_LOAD_DWH_CMS_ROOT_CAUSE_DESC,24-DEC-18,Daily,INFORMATICA,DWH_CMS_ROOT_CAUSE_DESC,s_m_DWH_CMS_ROOT_CAUSE_DESC
DWH,m_DWH_LOAD_DWH_CMS_SECURITY_LEVEL_DESC,24-DEC-18,Daily,INFORMATICA,DWH_CMS_SECURITY_LEVEL_DESC,s_m_DWH_CMS_SECURITY_LEVEL_DESC
DWH,m_DWH_LOAD_DWH_CMS_STATUS_DESC,20-DEC-18,Daily,INFORMATICA,DWH_CMS_STATUS_DESC,s_m_DWH_CMS_STATUS_DESC
DWH,m_DWH_LOAD_DWH_CMS_STATUS_PROFILE_DESC,24-DEC-18,Daily,INFORMATICA,DWH_CMS_STATUS_PROFILE_DESC,s_m_DWH_CMS_STATUS_PROFILE_DESC
DWH,m_DWH_LOAD_DWH_CMS_SYSTEM_STATUS_DESC,20-DEC-18,Daily,INFORMATICA,DWH_CMS_SYSTEM_STATUS_DESC,s_m_DWH_CMS_SYSTEM_STATUS_DESC
DWH,m_DWH_LOAD_DWH_CMS_VALIDATION_RULES_DESC,25-DEC-18,Daily,INFORMATICA,DWH_CMS_VALIDATION_RULES_DESC,s_m_DWH_CMS_VALIDATION_RULES_DESC
DWH,m_DWH_LOAD_DWH_CMS_VAT_RET_DET,25-DEC-18,Daily,INFORMATICA,DWH_CMS_VAT_RET_DET,s_m_DWH_CMS_VAT_RET_DET
DWH,m_DWH_LOAD_DWH_CMS_VAT_VALIDATION_RESULTS,25-DEC-18,Daily,INFORMATICA,DWH_CMS_VAT_VALIDATION_RESULTS,s_m_DWH_CMS_VAT_VALIDATION_RESULTS
DWH,m_DWH_LOAD_DWH_COMMUNICATION_CHANNEL_DESC,04-JUL-18,Daily,INFORMATICA,DWH_COMMUNICATION_CHANNEL_DESC,s_m_DWH_COMMUNICATION_CHANNEL_DESC
DWH,m_DWH_LOAD_DWH_CONTRACTS_MAST,04-JUL-18,Daily,INFORMATICA,DWH_CONTRACTS_MAST,s_m_DWH_CONTRACTS_MAST
DWH,m_DWH_LOAD_DWH_CONTRACT_ACCOUNT_CAT_DESC,04-JUL-18,Daily,INFORMATICA,DWH_CONTRACT_ACCOUNT_CAT_DESC,s_m_DWH_CONTRACT_ACCOUNT_CAT_DESC
